"productkey","storekey","risk_profile","total_cash_frozen","total_lost_revenue","total_estimated_impact","impact_bucket","recommended_action"
1581,510,systematic_underforecast,130.608,1461.606,1592.214,2,Prioritize earlier replenishment and protect high-margin SKUs
162,560,systematic_underforecast,0,1592.2,1592.2,2,Prioritize earlier replenishment and protect high-margin SKUs
344,330,systematic_underforecast,0,1592.10,1592.10,2,Prioritize earlier replenishment and protect high-margin SKUs
1458,50,mixed_or_stable,128.758,1461.6,1590.358,2,No action – monitor only
53,585,systematic_overforecast,609.9954,980.352,1590.3474,2,Reduce safety buffers and tighten replenishment thresholds
1180,100,systematic_overforecast,1590.33,0,1590.33,2,Reduce safety buffers and tighten replenishment thresholds
311,320,systematic_underforecast,0,1590.30,1590.30,2,Prioritize earlier replenishment and protect high-margin SKUs
1453,310,mixed_or_stable,166.11,1424.16,1590.27,2,No action – monitor only
1008,570,systematic_underforecast,424.20,1165.6710,1589.8710,2,Prioritize earlier replenishment and protect high-margin SKUs
64,80,systematic_overforecast,286.3456,1303.2,1589.5456,2,Reduce safety buffers and tighten replenishment thresholds
1502,74,systematic_underforecast,0,1589.35,1589.35,2,Prioritize earlier replenishment and protect high-margin SKUs
1463,585,systematic_underforecast,0,1589.232,1589.232,2,Prioritize earlier replenishment and protect high-margin SKUs
1624,540,mixed_or_stable,362.80,1226.4,1589.20,2,No action – monitor only
338,560,systematic_overforecast,1589.0,0,1589.0,2,Reduce safety buffers and tighten replenishment thresholds
23,999999,mixed_or_stable,295.776,1291.76,1587.536,2,No action – monitor only
451,200,mixed_or_stable,514.12,1073.28,1587.40,2,No action – monitor only
1762,999999,mixed_or_stable,390.4,1196.58680,1586.98680,2,No action – monitor only
1450,670,mixed_or_stable,1586.368,0,1586.368,2,No action – monitor only
984,300,systematic_underforecast,0,1585.584,1585.584,2,Prioritize earlier replenishment and protect high-margin SKUs
1602,500,mixed_or_stable,397.296,1187.934,1585.230,2,No action – monitor only
545,220,mixed_or_stable,304.16,1280.610,1584.770,2,No action – monitor only
1414,370,mixed_or_stable,470.92,1113.60,1584.52,2,No action – monitor only
548,540,systematic_overforecast,262.11,1322.4,1584.51,2,Reduce safety buffers and tighten replenishment thresholds
1496,400,systematic_underforecast,0,1584.0,1584.0,2,Prioritize earlier replenishment and protect high-margin SKUs
1493,570,systematic_underforecast,0,1583.872,1583.872,2,Prioritize earlier replenishment and protect high-margin SKUs
1001,430,systematic_underforecast,0,1583.4,1583.4,2,Prioritize earlier replenishment and protect high-margin SKUs
1649,340,mixed_or_stable,0,1583.3391,1583.3391,2,No action – monitor only
419,120,systematic_overforecast,940.650,642.06,1582.710,2,Reduce safety buffers and tighten replenishment thresholds
338,590,systematic_underforecast,0,1582.68,1582.68,2,Prioritize earlier replenishment and protect high-margin SKUs
2087,650,mixed_or_stable,0,1582,1582,2,No action – monitor only
8,999999,mixed_or_stable,174.9176,1406.117608,1581.035208,2,No action – monitor only
1430,610,mixed_or_stable,275.0,1306.032,1581.032,2,No action – monitor only
1081,650,systematic_overforecast,1580.796,0,1580.796,2,Reduce safety buffers and tighten replenishment thresholds
1442,500,mixed_or_stable,1051.62,529,1580.62,2,No action – monitor only
889,999999,mixed_or_stable,382.35,1197.0,1579.35,2,No action – monitor only
1134,590,systematic_underforecast,0,1579.05,1579.05,2,Prioritize earlier replenishment and protect high-margin SKUs
1523,490,systematic_underforecast,0,1578.72,1578.72,2,Prioritize earlier replenishment and protect high-margin SKUs
346,550,systematic_underforecast,0,1578.305,1578.305,2,Prioritize earlier replenishment and protect high-margin SKUs
1209,480,systematic_overforecast,1578.252,0,1578.252,2,Reduce safety buffers and tighten replenishment thresholds
2387,999999,systematic_underforecast,458.82,1119.26269,1578.08269,2,Prioritize earlier replenishment and protect high-margin SKUs
1451,610,systematic_overforecast,1577.472,0,1577.472,2,Reduce safety buffers and tighten replenishment thresholds
2099,450,mixed_or_stable,1012.1688,565.21250,1577.38130,2,No action – monitor only
507,650,systematic_underforecast,0,1577.31,1577.31,2,Prioritize earlier replenishment and protect high-margin SKUs
1579,180,systematic_underforecast,0,1576.8,1576.8,2,Prioritize earlier replenishment and protect high-margin SKUs
432,90,mixed_or_stable,1146.87,429.914,1576.784,2,No action – monitor only
1461,610,mixed_or_stable,1133.120,443.52,1576.640,2,No action – monitor only
1435,100,mixed_or_stable,404.22,1172,1576.22,2,No action – monitor only
1493,560,mixed_or_stable,865.90,710.16,1576.06,2,No action – monitor only
1545,540,systematic_underforecast,616.20,959.44,1575.64,2,Prioritize earlier replenishment and protect high-margin SKUs
1615,550,mixed_or_stable,317.064,1258.5566,1575.6206,2,No action – monitor only
1423,100,systematic_underforecast,121.674,1453.41,1575.084,2,Prioritize earlier replenishment and protect high-margin SKUs
1650,470,mixed_or_stable,124.904,1449.95,1574.854,2,No action – monitor only
1649,650,systematic_overforecast,344.56,1230.27268,1574.83268,2,Reduce safety buffers and tighten replenishment thresholds
531,540,systematic_overforecast,1574.79,0,1574.79,2,Reduce safety buffers and tighten replenishment thresholds
506,510,systematic_overforecast,1574.79,0,1574.79,2,Reduce safety buffers and tighten replenishment thresholds
2114,50,systematic_underforecast,131.28,1442.7725,1574.0525,2,Prioritize earlier replenishment and protect high-margin SKUs
1566,80,systematic_overforecast,880.704,692.664,1573.368,2,Reduce safety buffers and tighten replenishment thresholds
132,380,systematic_underforecast,0,1573.2,1573.2,2,Prioritize earlier replenishment and protect high-margin SKUs
1607,380,mixed_or_stable,744.930,827.954,1572.884,2,No action – monitor only
91,50,mixed_or_stable,357.768,1214.919,1572.687,2,No action – monitor only
424,650,systematic_overforecast,1032.225,539.90,1572.125,2,Reduce safety buffers and tighten replenishment thresholds
1677,999999,mixed_or_stable,332.232,1239.78546,1572.01746,2,No action – monitor only
1467,420,mixed_or_stable,968.94,602,1570.94,2,No action – monitor only
448,465,systematic_underforecast,0,1570.818,1570.818,2,Prioritize earlier replenishment and protect high-margin SKUs
1782,999999,mixed_or_stable,466.896,1103.810,1570.706,2,No action – monitor only
55,100,mixed_or_stable,490.35,1080.1040,1570.4540,2,No action – monitor only
1604,90,mixed_or_stable,430.70,1139.53617,1570.23617,2,No action – monitor only
798,999999,mixed_or_stable,302.225,1267.178,1569.403,2,No action – monitor only
447,570,mixed_or_stable,879.075,689.70,1568.775,2,No action – monitor only
400,510,systematic_overforecast,1568.61,0,1568.61,2,Reduce safety buffers and tighten replenishment thresholds
1448,430,systematic_overforecast,800.564,768,1568.564,2,Reduce safety buffers and tighten replenishment thresholds
1026,80,systematic_underforecast,0,1568.16,1568.16,2,Prioritize earlier replenishment and protect high-margin SKUs
1520,560,systematic_underforecast,0,1568,1568,2,Prioritize earlier replenishment and protect high-margin SKUs
1602,370,systematic_overforecast,595.944,971.946,1567.890,2,Reduce safety buffers and tighten replenishment thresholds
949,590,systematic_underforecast,0,1567.80,1567.80,2,Prioritize earlier replenishment and protect high-margin SKUs
716,310,systematic_underforecast,0,1567.5,1567.5,2,Prioritize earlier replenishment and protect high-margin SKUs
62,90,mixed_or_stable,249.72,1317.68,1567.40,2,No action – monitor only
140,540,mixed_or_stable,1092.1675,474.9905,1567.1580,2,No action – monitor only
431,400,mixed_or_stable,282.195,1284.12,1566.315,2,No action – monitor only
1659,74,mixed_or_stable,335.946,1230.27268,1566.21868,2,No action – monitor only
1451,550,systematic_underforecast,172.536,1393.6,1566.136,2,Prioritize earlier replenishment and protect high-margin SKUs
1610,200,systematic_underforecast,0,1565.946,1565.946,2,Prioritize earlier replenishment and protect high-margin SKUs
1490,480,mixed_or_stable,249.926,1315.8,1565.726,2,No action – monitor only
453,255,systematic_underforecast,351.630,1213.872,1565.502,2,Prioritize earlier replenishment and protect high-margin SKUs
1614,255,mixed_or_stable,111.982,1453.34410,1565.32610,2,No action – monitor only
454,650,mixed_or_stable,550.4,1014.824,1565.224,2,No action – monitor only
1626,650,systematic_overforecast,863.464,701.676,1565.140,2,Reduce safety buffers and tighten replenishment thresholds
1545,440,systematic_overforecast,492.96,1072,1564.96,2,Reduce safety buffers and tighten replenishment thresholds
1461,470,systematic_overforecast,1133.120,431.2,1564.320,2,Reduce safety buffers and tighten replenishment thresholds
1181,470,systematic_underforecast,0,1564.2,1564.2,2,Prioritize earlier replenishment and protect high-margin SKUs
1516,240,systematic_underforecast,0,1563.84,1563.84,2,Prioritize earlier replenishment and protect high-margin SKUs
1673,999999,mixed_or_stable,388.08,1175.7130,1563.7930,2,No action – monitor only
124,80,systematic_underforecast,115.884,1447.5483,1563.4323,2,Prioritize earlier replenishment and protect high-margin SKUs
2513,670,systematic_underforecast,422.086,1141.3122,1563.3982,2,Prioritize earlier replenishment and protect high-margin SKUs
1457,500,mixed_or_stable,486.696,1076.544,1563.240,2,No action – monitor only
1606,610,mixed_or_stable,595.917,967.29954,1563.21654,2,No action – monitor only
1474,480,systematic_underforecast,573.90,988.832,1562.732,2,Prioritize earlier replenishment and protect high-margin SKUs
406,270,systematic_overforecast,1561.92,0,1561.92,2,Reduce safety buffers and tighten replenishment thresholds
1577,480,mixed_or_stable,660.296,901.404,1561.700,2,No action – monitor only
1663,999999,mixed_or_stable,441.581,1119.96950,1561.55050,2,No action – monitor only
1003,999999,mixed_or_stable,75.88,1485.165,1561.045,2,No action – monitor only
1653,560,mixed_or_stable,605.664,955.26315,1560.92715,2,No action – monitor only
1447,620,systematic_underforecast,0,1560.78,1560.78,2,Prioritize earlier replenishment and protect high-margin SKUs
1658,550,mixed_or_stable,291.616,1268.84464,1560.46064,2,No action – monitor only
1058,100,systematic_underforecast,0,1560,1560,2,Prioritize earlier replenishment and protect high-margin SKUs
1229,585,systematic_underforecast,0,1560,1560,2,Prioritize earlier replenishment and protect high-margin SKUs
62,470,systematic_underforecast,579.3504,979.8616,1559.2120,2,Prioritize earlier replenishment and protect high-margin SKUs
1644,480,mixed_or_stable,388.652,1170.10208,1558.75408,2,No action – monitor only
2113,530,mixed_or_stable,582.7275,975.36,1558.0875,2,No action – monitor only
1649,585,systematic_underforecast,0,1557.86008,1557.86008,2,Prioritize earlier replenishment and protect high-margin SKUs
1609,290,mixed_or_stable,387.630,1169.955,1557.585,2,No action – monitor only
128,450,systematic_underforecast,731.10,825.984,1557.084,2,Prioritize earlier replenishment and protect high-margin SKUs
2112,670,systematic_overforecast,1556.850,0,1556.850,2,Reduce safety buffers and tighten replenishment thresholds
949,100,systematic_underforecast,0,1556.544,1556.544,2,Prioritize earlier replenishment and protect high-margin SKUs
1654,270,systematic_overforecast,620.208,935.964,1556.172,2,Reduce safety buffers and tighten replenishment thresholds
1560,240,systematic_overforecast,637.392,918.72,1556.112,2,Reduce safety buffers and tighten replenishment thresholds
1531,430,systematic_underforecast,0,1556,1556,2,Prioritize earlier replenishment and protect high-margin SKUs
1442,255,mixed_or_stable,911.404,644.322,1555.726,2,No action – monitor only
1608,660,systematic_overforecast,420.600,1134.43686,1555.03686,2,Reduce safety buffers and tighten replenishment thresholds
1426,540,mixed_or_stable,0,1554.96,1554.96,2,No action – monitor only
493,660,systematic_underforecast,0,1554,1554,2,Prioritize earlier replenishment and protect high-margin SKUs
479,210,systematic_underforecast,0,1554.0,1554.0,2,Prioritize earlier replenishment and protect high-margin SKUs
1652,340,mixed_or_stable,653.883,899.95,1553.833,2,No action – monitor only
1608,420,mixed_or_stable,672.96,879.92,1552.88,2,No action – monitor only
1656,240,systematic_overforecast,272.209,1279.92,1552.129,2,Reduce safety buffers and tighten replenishment thresholds
447,60,mixed_or_stable,351.630,1200.0780,1551.7080,2,No action – monitor only
1467,130,systematic_underforecast,0,1550.752,1550.752,2,Prioritize earlier replenishment and protect high-margin SKUs
360,510,systematic_overforecast,1549.92,0,1549.92,2,Reduce safety buffers and tighten replenishment thresholds
1438,190,mixed_or_stable,0,1548.6,1548.6,2,No action – monitor only
1655,100,mixed_or_stable,0,1548.5466,1548.5466,2,No action – monitor only
1458,100,systematic_underforecast,386.274,1162,1548.274,2,Prioritize earlier replenishment and protect high-margin SKUs
901,999999,mixed_or_stable,201.870,1346.40,1548.270,2,No action – monitor only
1436,10,systematic_underforecast,0,1548,1548,2,Prioritize earlier replenishment and protect high-margin SKUs
1216,530,systematic_underforecast,0,1547.52,1547.52,2,Prioritize earlier replenishment and protect high-margin SKUs
1799,999999,mixed_or_stable,388.518,1158.482,1547.000,2,No action – monitor only
1579,240,systematic_overforecast,653.040,893.958,1546.998,2,Reduce safety buffers and tighten replenishment thresholds
2264,999999,systematic_underforecast,0,1546.56,1546.56,2,Prioritize earlier replenishment and protect high-margin SKUs
454,440,mixed_or_stable,137.6,1408.8780,1546.4780,2,No action – monitor only
115,420,systematic_underforecast,407.5236,1138.854444,1546.378044,2,Prioritize earlier replenishment and protect high-margin SKUs
520,660,mixed_or_stable,337.455,1208.62,1546.075,2,No action – monitor only
1456,290,systematic_underforecast,221.472,1324.4,1545.872,2,Prioritize earlier replenishment and protect high-margin SKUs
1609,50,mixed_or_stable,404.858,1140.57613,1545.43413,2,No action – monitor only
1478,300,systematic_overforecast,1545.152,0,1545.152,2,Reduce safety buffers and tighten replenishment thresholds
444,610,mixed_or_stable,304.48,1240.65,1545.13,2,No action – monitor only
1613,585,systematic_overforecast,257.968,1286.883,1544.851,2,Reduce safety buffers and tighten replenishment thresholds
103,480,mixed_or_stable,351.1232,1193.7,1544.8232,2,No action – monitor only
1983,90,systematic_overforecast,1544.48,0,1544.48,2,Reduce safety buffers and tighten replenishment thresholds
1989,500,systematic_overforecast,1544.48,0,1544.48,2,Reduce safety buffers and tighten replenishment thresholds
2106,210,systematic_underforecast,0,1544.4,1544.4,2,Prioritize earlier replenishment and protect high-margin SKUs
2115,560,mixed_or_stable,0,1544.4,1544.4,2,No action – monitor only
2101,190,systematic_underforecast,0,1544.4,1544.4,2,Prioritize earlier replenishment and protect high-margin SKUs
998,510,systematic_underforecast,0,1544.4,1544.4,2,Prioritize earlier replenishment and protect high-margin SKUs
2111,510,mixed_or_stable,0,1544.4,1544.4,2,No action – monitor only
2165,660,systematic_overforecast,1543.7250,0,1543.7250,2,Reduce safety buffers and tighten replenishment thresholds
456,660,mixed_or_stable,514.12,1028.56,1542.68,2,No action – monitor only
456,290,mixed_or_stable,514.12,1028.56,1542.68,2,No action – monitor only
108,90,systematic_overforecast,605.484,937.18053,1542.66453,2,Reduce safety buffers and tighten replenishment thresholds
456,300,systematic_overforecast,1542.36,0,1542.36,2,Reduce safety buffers and tighten replenishment thresholds
439,200,systematic_overforecast,1542.36,0,1542.36,2,Reduce safety buffers and tighten replenishment thresholds
445,330,systematic_overforecast,1542.36,0,1542.36,2,Reduce safety buffers and tighten replenishment thresholds
451,240,mixed_or_stable,1542.36,0,1542.36,2,No action – monitor only
264,999999,systematic_overforecast,697.452,844.8,1542.252,2,Reduce safety buffers and tighten replenishment thresholds
2232,999999,mixed_or_stable,790.208,751.80,1542.008,2,No action – monitor only
351,500,systematic_overforecast,1541.70,0,1541.70,2,Reduce safety buffers and tighten replenishment thresholds
351,560,systematic_overforecast,1541.70,0,1541.70,2,Reduce safety buffers and tighten replenishment thresholds
1511,570,mixed_or_stable,442.302,1099.2,1541.502,2,No action – monitor only
1465,630,mixed_or_stable,585.664,955.2,1540.864,2,No action – monitor only
1551,220,systematic_underforecast,0,1540.448,1540.448,2,Prioritize earlier replenishment and protect high-margin SKUs
1623,430,mixed_or_stable,377.312,1162.89,1540.202,2,No action – monitor only
1569,510,mixed_or_stable,1540,0,1540,2,No action – monitor only
1416,500,systematic_underforecast,0,1540,1540,2,Prioritize earlier replenishment and protect high-margin SKUs
327,560,mixed_or_stable,568.96,970.92,1539.88,2,No action – monitor only
98,605,systematic_underforecast,470.1336,1069.584,1539.7176,2,Prioritize earlier replenishment and protect high-margin SKUs
353,400,systematic_underforecast,0,1539.6,1539.6,2,Prioritize earlier replenishment and protect high-margin SKUs
1501,80,systematic_underforecast,0,1538.880,1538.880,2,Prioritize earlier replenishment and protect high-margin SKUs
442,340,systematic_underforecast,0,1538.430,1538.430,2,Prioritize earlier replenishment and protect high-margin SKUs
460,240,mixed_or_stable,458.70,1079.64,1538.34,2,No action – monitor only
448,255,mixed_or_stable,825.6,712.536,1538.136,2,No action – monitor only
1454,605,systematic_underforecast,0,1537.872,1537.872,2,Prioritize earlier replenishment and protect high-margin SKUs
1607,35,systematic_underforecast,496.62,1041.06216,1537.68216,2,Prioritize earlier replenishment and protect high-margin SKUs
1550,500,mixed_or_stable,360.528,1176,1536.528,2,No action – monitor only
1579,440,mixed_or_stable,348.288,1188.075,1536.363,2,No action – monitor only
1518,440,mixed_or_stable,275.92,1260,1535.92,2,No action – monitor only
61,610,mixed_or_stable,599.328,936.5664,1535.8944,2,No action – monitor only
489,540,mixed_or_stable,814.05,720.72,1534.77,2,No action – monitor only
129,100,systematic_underforecast,611.82,922.2,1534.02,2,Prioritize earlier replenishment and protect high-margin SKUs
1409,585,systematic_underforecast,0,1533.756,1533.756,2,Prioritize earlier replenishment and protect high-margin SKUs
1653,660,mixed_or_stable,241.144,1292.60248,1533.74648,2,No action – monitor only
354,585,mixed_or_stable,0,1533.71475,1533.71475,2,No action – monitor only
1647,510,systematic_overforecast,538.005,994.98472,1532.98972,2,Reduce safety buffers and tighten replenishment thresholds
1610,450,systematic_overforecast,384.32,1148.36040,1532.68040,2,Reduce safety buffers and tighten replenishment thresholds
1581,450,mixed_or_stable,616.760,915.858,1532.618,2,No action – monitor only
116,670,systematic_underforecast,433.35,1098.47538,1531.82538,2,Prioritize earlier replenishment and protect high-margin SKUs
1513,90,mixed_or_stable,519.54,1011.44,1530.98,2,No action – monitor only
1601,230,systematic_underforecast,0,1530.78432,1530.78432,2,Prioritize earlier replenishment and protect high-margin SKUs
1411,620,systematic_underforecast,517.608,1013.040,1530.648,2,Prioritize earlier replenishment and protect high-margin SKUs
1502,380,mixed_or_stable,0,1529.6,1529.6,2,No action – monitor only
1646,540,mixed_or_stable,698.915,830.66808,1529.58308,2,No action – monitor only
420,660,systematic_overforecast,1529.16,0,1529.16,2,Reduce safety buffers and tighten replenishment thresholds
139,255,mixed_or_stable,1529.0345,0,1529.0345,2,No action – monitor only
1065,650,systematic_underforecast,0,1528.8,1528.8,2,Prioritize earlier replenishment and protect high-margin SKUs
33,35,mixed_or_stable,253.47,1275,1528.47,2,No action – monitor only
2326,999999,mixed_or_stable,421.44,1106.6226,1528.0626,2,No action – monitor only
1653,390,systematic_overforecast,527.152,1000.909,1528.061,2,Reduce safety buffers and tighten replenishment thresholds
1831,585,systematic_overforecast,1527.96,0,1527.96,2,Reduce safety buffers and tighten replenishment thresholds
1886,999999,mixed_or_stable,1527.96,0,1527.96,2,No action – monitor only
419,255,mixed_or_stable,0,1527.66,1527.66,2,No action – monitor only
1436,140,mixed_or_stable,237.30,1290,1527.30,2,No action – monitor only
1453,100,mixed_or_stable,830.55,696.6,1527.15,2,No action – monitor only
1656,585,mixed_or_stable,441.42,1085.69214,1527.11214,2,No action – monitor only
2106,90,systematic_underforecast,0,1526.850,1526.850,2,Prioritize earlier replenishment and protect high-margin SKUs
1451,80,mixed_or_stable,0,1526.528,1526.528,2,No action – monitor only
638,630,systematic_overforecast,1526.4,0,1526.4,2,Reduce safety buffers and tighten replenishment thresholds
627,550,systematic_overforecast,1526.4,0,1526.4,2,Reduce safety buffers and tighten replenishment thresholds
592,360,systematic_overforecast,1526.4,0,1526.4,2,Reduce safety buffers and tighten replenishment thresholds
592,380,systematic_overforecast,1526.4,0,1526.4,2,Reduce safety buffers and tighten replenishment thresholds
2513,610,mixed_or_stable,422.086,1103.35512,1525.44112,2,No action – monitor only
1507,440,mixed_or_stable,515.676,1009.26,1524.936,2,No action – monitor only
1610,605,systematic_underforecast,0,1523.89745,1523.89745,2,Prioritize earlier replenishment and protect high-margin SKUs
1444,490,systematic_overforecast,253.848,1269.6,1523.448,2,Reduce safety buffers and tighten replenishment thresholds
2247,999999,mixed_or_stable,296.191,1227.18,1523.371,2,No action – monitor only
1654,230,systematic_underforecast,0,1523.28141,1523.28141,2,Prioritize earlier replenishment and protect high-margin SKUs
1499,500,systematic_overforecast,741.312,781.2,1522.512,2,Reduce safety buffers and tighten replenishment thresholds
1658,450,systematic_overforecast,807.552,714.935,1522.487,2,Reduce safety buffers and tighten replenishment thresholds
114,540,systematic_overforecast,452.2518,1070.057196,1522.308996,2,Reduce safety buffers and tighten replenishment thresholds
2462,999999,mixed_or_stable,357.20,1164.348,1521.548,2,No action – monitor only
545,400,systematic_overforecast,1520.80,0,1520.80,2,Reduce safety buffers and tighten replenishment thresholds
622,440,systematic_overforecast,1520.76,0,1520.76,2,Reduce safety buffers and tighten replenishment thresholds
633,550,systematic_overforecast,1520.76,0,1520.76,2,Reduce safety buffers and tighten replenishment thresholds
587,540,systematic_overforecast,1520.76,0,1520.76,2,Reduce safety buffers and tighten replenishment thresholds
551,440,systematic_overforecast,1520.76,0,1520.76,2,Reduce safety buffers and tighten replenishment thresholds
1476,420,systematic_underforecast,0,1520.64,1520.64,2,Prioritize earlier replenishment and protect high-margin SKUs
834,999999,mixed_or_stable,362.08,1158.282,1520.362,2,No action – monitor only
445,290,mixed_or_stable,514.12,1006.2,1520.32,2,No action – monitor only
1498,530,mixed_or_stable,1158.864,361.2,1520.064,2,No action – monitor only
1558,500,systematic_underforecast,0,1520,1520,2,Prioritize earlier replenishment and protect high-margin SKUs
1558,590,systematic_underforecast,0,1520,1520,2,Prioritize earlier replenishment and protect high-margin SKUs
1344,999999,mixed_or_stable,398.208,1121.600,1519.808,2,No action – monitor only
1578,50,mixed_or_stable,377.312,1142.304,1519.616,2,No action – monitor only
662,470,mixed_or_stable,117.285,1401.84,1519.125,2,No action – monitor only
1579,90,mixed_or_stable,565.968,952.65,1518.618,2,No action – monitor only
2106,570,systematic_overforecast,807.06,710.775,1517.835,2,Reduce safety buffers and tighten replenishment thresholds
1419,380,systematic_underforecast,0,1517.04,1517.04,2,Prioritize earlier replenishment and protect high-margin SKUs
394,74,systematic_underforecast,0,1516,1516,2,Prioritize earlier replenishment and protect high-margin SKUs
348,465,systematic_underforecast,0,1516,1516,2,Prioritize earlier replenishment and protect high-margin SKUs
1414,650,mixed_or_stable,494.466,1021.44,1515.906,2,No action – monitor only
413,440,mixed_or_stable,413.19,1102.16,1515.35,2,No action – monitor only
346,50,systematic_overforecast,1515.25,0,1515.25,2,Reduce safety buffers and tighten replenishment thresholds
1605,660,mixed_or_stable,172.944,1342.07372,1515.01772,2,No action – monitor only
1646,50,mixed_or_stable,500.276,1014.3366,1514.6126,2,No action – monitor only
86,560,mixed_or_stable,659.813,854.794512,1514.607512,2,No action – monitor only
60,630,systematic_underforecast,391.2876,1123.1376,1514.4252,2,Prioritize earlier replenishment and protect high-margin SKUs
1465,340,systematic_overforecast,274.530,1239.770,1514.300,2,Reduce safety buffers and tighten replenishment thresholds
1656,430,mixed_or_stable,573.846,940.10124,1513.94724,2,No action – monitor only
1092,650,mixed_or_stable,869.622,644.061,1513.683,2,No action – monitor only
1612,630,mixed_or_stable,595.944,917.40903,1513.35303,2,No action – monitor only
112,90,mixed_or_stable,482.0706,1030.95876,1513.02936,2,No action – monitor only
110,660,systematic_underforecast,401.2096,1111.7964,1513.0060,2,Prioritize earlier replenishment and protect high-margin SKUs
1646,35,mixed_or_stable,573.846,938.82132,1512.66732,2,No action – monitor only
161,530,systematic_underforecast,0,1512.59,1512.59,2,Prioritize earlier replenishment and protect high-margin SKUs
1452,80,mixed_or_stable,404.220,1108.126,1512.346,2,No action – monitor only
1457,380,systematic_underforecast,0,1512,1512,2,Prioritize earlier replenishment and protect high-margin SKUs
165,90,mixed_or_stable,0,1511.7498,1511.7498,2,No action – monitor only
1312,590,mixed_or_stable,122.551,1389.08,1511.631,2,No action – monitor only
1548,620,systematic_overforecast,1027.488,484.12,1511.608,2,Reduce safety buffers and tighten replenishment thresholds
1064,605,mixed_or_stable,270.062,1241.46,1511.522,2,No action – monitor only
1445,100,mixed_or_stable,0,1511.52,1511.52,2,No action – monitor only
1489,605,mixed_or_stable,598.752,912.64,1511.392,2,No action – monitor only
207,500,systematic_underforecast,0,1511.19,1511.19,2,Prioritize earlier replenishment and protect high-margin SKUs
1603,610,mixed_or_stable,476.680,1034.12598,1510.80598,2,No action – monitor only
99,620,systematic_overforecast,645.606,865.08,1510.686,2,Reduce safety buffers and tighten replenishment thresholds
1648,540,mixed_or_stable,549.584,961.09262,1510.67662,2,No action – monitor only
49,50,mixed_or_stable,295.1595,1215.2961,1510.4556,2,No action – monitor only
1482,620,mixed_or_stable,659.46,850.84,1510.30,2,No action – monitor only
1577,590,mixed_or_stable,355.544,1154.349,1509.893,2,No action – monitor only
437,60,mixed_or_stable,509.72,999.8,1509.52,2,No action – monitor only
1623,465,mixed_or_stable,522.432,985.5,1507.932,2,No action – monitor only
2099,430,systematic_underforecast,538.2480,969.48750,1507.73550,2,Prioritize earlier replenishment and protect high-margin SKUs
1118,200,systematic_underforecast,0,1507.008,1507.008,2,Prioritize earlier replenishment and protect high-margin SKUs
1459,650,systematic_overforecast,1506.944,0,1506.944,2,Reduce safety buffers and tighten replenishment thresholds
1165,999999,mixed_or_stable,554.688,952,1506.688,2,No action – monitor only
430,420,systematic_underforecast,0,1506.32100,1506.32100,2,Prioritize earlier replenishment and protect high-margin SKUs
424,330,mixed_or_stable,412.89,1093.2975,1506.1875,2,No action – monitor only
1414,490,systematic_overforecast,612.196,893.952,1506.148,2,Reduce safety buffers and tighten replenishment thresholds
108,440,systematic_underforecast,342.496,1163.582706,1506.078706,2,Prioritize earlier replenishment and protect high-margin SKUs
1651,450,systematic_underforecast,331.065,1174.96656,1506.03156,2,Prioritize earlier replenishment and protect high-margin SKUs
583,260,systematic_underforecast,0,1506,1506,2,Prioritize earlier replenishment and protect high-margin SKUs
460,130,mixed_or_stable,305.8,1199.6,1505.4,2,No action – monitor only
218,100,systematic_overforecast,1505.0375,0,1505.0375,2,Reduce safety buffers and tighten replenishment thresholds
51,560,mixed_or_stable,603.192,901.7745,1504.9665,2,No action – monitor only
1560,540,systematic_underforecast,0,1504.8,1504.8,2,Prioritize earlier replenishment and protect high-margin SKUs
1456,670,mixed_or_stable,664.416,839.79,1504.206,2,No action – monitor only
1611,510,mixed_or_stable,426.706,1077.05268,1503.75868,2,No action – monitor only
164,450,mixed_or_stable,1503.4605,0,1503.4605,2,No action – monitor only
164,370,systematic_overforecast,1503.4605,0,1503.4605,2,Reduce safety buffers and tighten replenishment thresholds
350,430,mixed_or_stable,305.13,1197.0,1502.13,2,No action – monitor only
1625,500,systematic_overforecast,493.408,1008.495,1501.903,2,Reduce safety buffers and tighten replenishment thresholds
113,650,systematic_underforecast,271.6824,1229.9508,1501.6332,2,Prioritize earlier replenishment and protect high-margin SKUs
1166,540,systematic_underforecast,0,1501.5,1501.5,2,Prioritize earlier replenishment and protect high-margin SKUs
1441,530,mixed_or_stable,459.85,1041.6,1501.45,2,No action – monitor only
382,570,systematic_underforecast,0,1501.164,1501.164,2,Prioritize earlier replenishment and protect high-margin SKUs
64,610,systematic_underforecast,499.44,1001.292,1500.732,2,Prioritize earlier replenishment and protect high-margin SKUs
2096,90,mixed_or_stable,0,1500.5250,1500.5250,2,No action – monitor only
1478,585,systematic_underforecast,0,1500,1500,2,Prioritize earlier replenishment and protect high-margin SKUs
324,540,systematic_underforecast,0,1500,1500,2,Prioritize earlier replenishment and protect high-margin SKUs
139,490,systematic_underforecast,0,1499.97,1499.97,2,Prioritize earlier replenishment and protect high-margin SKUs
115,610,mixed_or_stable,0,1499.94,1499.94,2,No action – monitor only
113,500,systematic_underforecast,0,1499.94,1499.94,2,Prioritize earlier replenishment and protect high-margin SKUs
460,210,mixed_or_stable,0,1499.5,1499.5,2,No action – monitor only
